year,month,day,hour,minute,second,latitude,longitude,Davistemp,Davishumidity,BlackGlobetemp,speed,direction
2026,3,26,13,30,24,319093014,-455768506,14.81,41,12.94,0.00,0.00
2026,3,26,13,30,30,319093014,-455768506,14.85,41,12.94,0.00,0.00
2026,3,26,13,30,36,319093014,-455768506,14.90,41,13.06,0.00,0.00
2026,3,26,13,30,42,319093014,-455768506,14.95,41,13.06,0.00,0.00
2026,3,26,13,30,48,319093014,-455768506,14.99,41,13.06,0.00,0.00
2026,3,26,13,30,54,319093014,-455768506,15.03,40,13.13,0.00,0.00
2026,3,26,13,31,0,319093014,-455768506,15.07,40,13.31,0.00,0.00
2026,3,26,13,31,6,319093014,-455768506,15.12,40,13.31,0.00,0.00
2026,3,26,13,31,12,319093014,-455768506,15.16,40,13.31,0.00,0.00
2026,3,26,13,31,18,319093014,-455768506,15.21,40,13.44,0.00,0.00
2026,3,26,13,31,24,319093014,-455768506,15.25,40,13.56,0.00,0.00
2026,3,26,13,31,30,319093014,-455768506,15.29,40,13.56,0.00,0.00
2026,3,26,13,31,36,319093014,-455768506,15.33,40,13.69,0.00,0.00
2026,3,26,13,31,42,319093014,-455768506,15.37,40,13.81,0.00,0.00
2026,3,26,13,31,48,319093014,-455768506,15.41,40,13.81,0.00,0.00
2026,3,26,13,31,54,319093014,-455768506,15.45,40,13.81,0.00,0.00
2026,3,26,13,32,0,319093014,-455768506,15.49,40,13.81,0.00,0.00
2026,3,26,13,32,6,319093014,-455768506,15.53,40,13.81,0.00,0.00
2026,3,26,13,32,12,319093014,-455768506,15.56,40,13.81,0.00,0.00
2026,3,26,13,32,18,319093014,-455768506,15.60,39,13.81,0.00,0.00
2026,3,26,13,32,24,319093014,-455768506,15.64,39,13.88,0.00,0.00
2026,3,26,13,32,30,319093014,-455768506,15.68,39,14.00,0.00,0.00
2026,3,26,13,32,36,319093014,-455768506,15.71,39,14.06,0.00,0.00
2026,3,26,13,32,42,319093014,-455768506,15.75,39,14.06,0.00,0.00
2026,3,26,13,32,48,319093014,-455768506,15.78,39,14.06,0.00,0.00
2026,3,26,13,32,54,319093014,-455768506,15.81,39,14.06,0.00,0.00
2026,3,26,13,33,0,319093014,-455768506,15.85,39,14.06,0.00,0.00
2026,3,26,13,33,6,319093014,-455768506,15.89,39,14.13,0.00,0.00
2026,3,26,13,33,12,319093014,-455768506,15.92,39,14.13,0.00,0.00
2026,3,26,13,33,18,319093014,-455768506,15.95,39,14.31,0.00,0.00
2026,3,26,13,33,24,319093014,-455768506,15.98,39,14.38,0.00,0.00
2026,3,26,13,33,30,319093014,-455768506,16.01,39,14.44,0.00,0.00
2026,3,26,13,33,36,319093014,-455768506,16.04,39,14.44,0.00,0.00
2026,3,26,13,33,42,319093014,-455768506,16.07,38,14.44,0.00,0.00
2026,3,26,13,33,48,319093014,-455768506,16.11,38,14.44,0.00,0.00
2026,3,26,13,33,54,319093014,-455768506,16.13,38,14.56,0.00,0.00
2026,3,26,13,34,0,319093014,-455768506,16.17,38,14.75,0.00,0.00
2026,3,26,13,34,6,319093014,-455768506,16.19,38,14.75,0.00,0.00
2026,3,26,13,34,12,319093014,-455768506,16.22,38,14.75,0.00,0.00
2026,3,26,13,34,18,319093014,-455768506,16.26,38,14.81,0.00,0.00
2026,3,26,13,34,24,319093014,-455768506,16.28,38,14.88,0.00,0.00
2026,3,26,13,34,30,319093014,-455768506,16.31,38,14.88,0.00,0.00
2026,3,26,13,34,36,319093014,-455768506,16.34,38,14.88,0.00,0.00
2026,3,26,13,34,42,319093014,-455768506,16.36,38,14.94,0.00,0.00
2026,3,26,13,34,48,319093014,-455768506,16.39,38,15.06,0.00,0.00
2026,3,26,13,34,54,319093014,-455768506,16.42,38,15.06,0.00,0.00
2026,3,26,13,35,0,319093014,-455768506,16.44,38,15.06,0.00,0.00
2026,3,26,13,35,6,319093014,-455768506,16.46,38,15.13,0.00,0.00
2026,3,26,13,35,12,319093014,-455768506,16.50,38,15.19,0.00,0.00
2026,3,26,13,35,18,319093014,-455768506,16.52,38,15.19,0.00,0.00
2026,3,26,13,35,24,319093014,-455768506,16.55,38,15.19,0.00,0.00
2026,3,26,13,35,30,319093014,-455768506,16.56,37,15.19,0.00,0.00
2026,3,26,13,35,36,319093014,-455768506,16.59,37,15.31,0.00,0.00
2026,3,26,13,35,42,319093014,-455768506,16.61,37,15.44,0.00,0.00
2026,3,26,13,35,48,319093014,-455768506,16.63,37,15.50,0.00,0.00
2026,3,26,13,35,54,319093014,-455768506,16.66,37,15.50,0.00,0.00
2026,3,26,13,36,0,319093014,-455768506,16.68,37,15.50,0.00,0.00
2026,3,26,13,36,6,319093014,-455768506,16.70,37,15.50,0.00,0.00
2026,3,26,13,36,12,319093014,-455768506,16.73,37,15.56,0.00,0.00
